question_id,question_name,question_content,option_id,option_content,option_correct,skill_ids
506,Struct_0009,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;? (Biết m&atilde; ASCII của k&yacute; tự &#39;c&#39; l&agrave; 99)</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
struct ExamA
{
	int var1;
	char var2;
	double var3;
	double Func();
};
double ExamA::Func()
{
	return var3;
}
struct ExamB
{
	public:
		int var1;
		char var2;
		double var3;
		double Func();
};
double ExamB::Func()
{
	return var3;
}
int main()
{
	ExamA obj1; 
	ExamB obj2;
	obj1.var1 = obj2.var1 = 1;
	obj1.var2 = obj2.var2 = 'c';
	obj1.var3 = 99;
	obj2.var3 = 3.14159;
	(obj1.var1 != obj2.var2) 
		? ((obj1.var2 &gt; obj2.var2) ? cout &lt;&lt; obj1.Func() : cout &lt;&lt; ""ITF"")
		: cout &lt;&lt; obj2.Func();
	return 0;
}</code></pre>

<p>&nbsp;</p>
",2758,"<p>Another Answer</p>
",0,2
507,Struct_0010,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
struct Exam
{
	int prop_i;
	char prop_c;
};
int main()
{
	struct Exam obj = { 25, 50 };
	struct Exam* ptr = (struct Exam*) &amp; obj;
	cout &lt;&lt; ptr-&gt;prop_i &lt;&lt; ptr-&gt;prop_c;
	return 0;
}</code></pre>

<p>&nbsp;</p>
",2760,"<p>252</p>
",1,2
507,Struct_0010,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
struct Exam
{
	int prop_i;
	char prop_c;
};
int main()
{
	struct Exam obj = { 25, 50 };
	struct Exam* ptr = (struct Exam*) &amp; obj;
	cout &lt;&lt; ptr-&gt;prop_i &lt;&lt; ptr-&gt;prop_c;
	return 0;
}</code></pre>

<p>&nbsp;</p>
",2761,"<p>253</p>
",0,2
507,Struct_0010,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
struct Exam
{
	int prop_i;
	char prop_c;
};
int main()
{
	struct Exam obj = { 25, 50 };
	struct Exam* ptr = (struct Exam*) &amp; obj;
	cout &lt;&lt; ptr-&gt;prop_i &lt;&lt; ptr-&gt;prop_c;
	return 0;
}</code></pre>

<p>&nbsp;</p>
",2762,"<p>254</p>
",0,2
507,Struct_0010,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
struct Exam
{
	int prop_i;
	char prop_c;
};
int main()
{
	struct Exam obj = { 25, 50 };
	struct Exam* ptr = (struct Exam*) &amp; obj;
	cout &lt;&lt; ptr-&gt;prop_i &lt;&lt; ptr-&gt;prop_c;
	return 0;
}</code></pre>

<p>&nbsp;</p>
",2763,"<p>262</p>
",0,2
507,Struct_0010,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
struct Exam
{
	int prop_i;
	char prop_c;
};
int main()
{
	struct Exam obj = { 25, 50 };
	struct Exam* ptr = (struct Exam*) &amp; obj;
	cout &lt;&lt; ptr-&gt;prop_i &lt;&lt; ptr-&gt;prop_c;
	return 0;
}</code></pre>

<p>&nbsp;</p>
",2764,"<p>Compile Error</p>
",0,2
507,Struct_0010,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
struct Exam
{
	int prop_i;
	char prop_c;
};
int main()
{
	struct Exam obj = { 25, 50 };
	struct Exam* ptr = (struct Exam*) &amp; obj;
	cout &lt;&lt; ptr-&gt;prop_i &lt;&lt; ptr-&gt;prop_c;
	return 0;
}</code></pre>

<p>&nbsp;</p>
",2765,"<p>Runtime Error</p>
",0,2
507,Struct_0010,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
struct Exam
{
	int prop_i;
	char prop_c;
};
int main()
{
	struct Exam obj = { 25, 50 };
	struct Exam* ptr = (struct Exam*) &amp; obj;
	cout &lt;&lt; ptr-&gt;prop_i &lt;&lt; ptr-&gt;prop_c;
	return 0;
}</code></pre>

<p>&nbsp;</p>
",2766,"<p>Another Answer</p>
",0,2
508,Struct_0011,"<p>Lựa chọn đ&aacute;p &aacute;n đ&uacute;ng điền v&agrave;o <strong>#####</strong> để đoạn chương tr&igrave;nh sau thực hiện được?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
int main()
{
	struct Exam
	{
		int var;
	};
	Exam* ptr = new Exam;
	(*ptr).var = 1;
	cout &lt;&lt; #####;
	return 0;
}</code></pre>

<p>&nbsp;</p>
",2767,"<pre>
<code class=""language-cpp"">ptr-&gt;var</code></pre>

<p>&nbsp;</p>
",1,2
508,Struct_0011,"<p>Lựa chọn đ&aacute;p &aacute;n đ&uacute;ng điền v&agrave;o <strong>#####</strong> để đoạn chương tr&igrave;nh sau thực hiện được?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
int main()
{
	struct Exam
	{
		int var;
	};
	Exam* ptr = new Exam;
	(*ptr).var = 1;
	cout &lt;&lt; #####;
	return 0;
}</code></pre>

<p>&nbsp;</p>
",2768,"<pre>
<code class=""language-cpp"">(*ptr).var</code></pre>

<p>&nbsp;</p>
",1,2
508,Struct_0011,"<p>Lựa chọn đ&aacute;p &aacute;n đ&uacute;ng điền v&agrave;o <strong>#####</strong> để đoạn chương tr&igrave;nh sau thực hiện được?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
int main()
{
	struct Exam
	{
		int var;
	};
	Exam* ptr = new Exam;
	(*ptr).var = 1;
	cout &lt;&lt; #####;
	return 0;
}</code></pre>

<p>&nbsp;</p>
",2769,"<pre>
<code class=""language-cpp"">*ptr.var</code></pre>

<p>&nbsp;</p>
",0,2
508,Struct_0011,"<p>Lựa chọn đ&aacute;p &aacute;n đ&uacute;ng điền v&agrave;o <strong>#####</strong> để đoạn chương tr&igrave;nh sau thực hiện được?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
int main()
{
	struct Exam
	{
		int var;
	};
	Exam* ptr = new Exam;
	(*ptr).var = 1;
	cout &lt;&lt; #####;
	return 0;
}</code></pre>

<p>&nbsp;</p>
",2770,"<pre>
<code class=""language-cpp"">ptr.var</code></pre>

<p>&nbsp;</p>
",0,2
508,Struct_0011,"<p>Lựa chọn đ&aacute;p &aacute;n đ&uacute;ng điền v&agrave;o <strong>#####</strong> để đoạn chương tr&igrave;nh sau thực hiện được?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
int main()
{
	struct Exam
	{
		int var;
	};
	Exam* ptr = new Exam;
	(*ptr).var = 1;
	cout &lt;&lt; #####;
	return 0;
}</code></pre>

<p>&nbsp;</p>
",2771,"<p>Another Answer</p>
",0,2
509,Struct_0012,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
#include &lt;string&gt;
using namespace std;
int main()
{
	struct Exam
	{
		string str;
		double prop;
	};
	Exam obj_x, obj_y;
	obj_x.str = ""IT"";
	obj_x.prop = 9.99;
	obj_y = obj_x;
	obj_y.prop = obj_y.prop / 9;
	cout &lt;&lt; obj_x.str &lt;&lt; obj_x.prop &lt;&lt; obj_y.str &lt;&lt; obj_y.prop;
	return 0;
}</code></pre>

<p>&nbsp;</p>
",2772,"<p>IT9.99IT1.11</p>
",1,2
509,Struct_0012,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
#include &lt;string&gt;
using namespace std;
int main()
{
	struct Exam
	{
		string str;
		double prop;
	};
	Exam obj_x, obj_y;
	obj_x.str = ""IT"";
	obj_x.prop = 9.99;
	obj_y = obj_x;
	obj_y.prop = obj_y.prop / 9;
	cout &lt;&lt; obj_x.str &lt;&lt; obj_x.prop &lt;&lt; obj_y.str &lt;&lt; obj_y.prop;
	return 0;
}</code></pre>

<p>&nbsp;</p>
",2773,"<p>IT9.99IT9.11</p>
",0,2
509,Struct_0012,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
#include &lt;string&gt;
using namespace std;
int main()
{
	struct Exam
	{
		string str;
		double prop;
	};
	Exam obj_x, obj_y;
	obj_x.str = ""IT"";
	obj_x.prop = 9.99;
	obj_y = obj_x;
	obj_y.prop = obj_y.prop / 9;
	cout &lt;&lt; obj_x.str &lt;&lt; obj_x.prop &lt;&lt; obj_y.str &lt;&lt; obj_y.prop;
	return 0;
}</code></pre>

<p>&nbsp;</p>
",2774,"<p>IT9.99IT11.11</p>
",0,2
509,Struct_0012,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
#include &lt;string&gt;
using namespace std;
int main()
{
	struct Exam
	{
		string str;
		double prop;
	};
	Exam obj_x, obj_y;
	obj_x.str = ""IT"";
	obj_x.prop = 9.99;
	obj_y = obj_x;
	obj_y.prop = obj_y.prop / 9;
	cout &lt;&lt; obj_x.str &lt;&lt; obj_x.prop &lt;&lt; obj_y.str &lt;&lt; obj_y.prop;
	return 0;
}</code></pre>

<p>&nbsp;</p>
",2775,"<p>Compile Error</p>
",0,2
509,Struct_0012,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
#include &lt;string&gt;
using namespace std;
int main()
{
	struct Exam
	{
		string str;
		double prop;
	};
	Exam obj_x, obj_y;
	obj_x.str = ""IT"";
	obj_x.prop = 9.99;
	obj_y = obj_x;
	obj_y.prop = obj_y.prop / 9;
	cout &lt;&lt; obj_x.str &lt;&lt; obj_x.prop &lt;&lt; obj_y.str &lt;&lt; obj_y.prop;
	return 0;
}</code></pre>

<p>&nbsp;</p>
",2776,"<p>Runtime Error</p>
",0,2
509,Struct_0012,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
#include &lt;string&gt;
using namespace std;
int main()
{
	struct Exam
	{
		string str;
		double prop;
	};
	Exam obj_x, obj_y;
	obj_x.str = ""IT"";
	obj_x.prop = 9.99;
	obj_y = obj_x;
	obj_y.prop = obj_y.prop / 9;
	cout &lt;&lt; obj_x.str &lt;&lt; obj_x.prop &lt;&lt; obj_y.str &lt;&lt; obj_y.prop;
	return 0;
}</code></pre>

<p>&nbsp;</p>
",2777,"<p>Another Answer</p>
",0,2
510,Struct_0013,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
struct StructA;
struct StructB
{
	void Func(StructA*);
};
struct StructA
{
	private:
		int x;
	public:
		void Initialize();
		friend void Func1(StructA*, int);
		friend void StructB::Func(StructA*);
		friend struct StructC;
		friend void Func2();
};
void StructA::Initialize()
{
	x = 0;
}
void Func1(StructA* x, int y)
{
	x-&gt;x = y;
}
void StructB::Func(StructA * x)
{
	x-&gt;x = 47;
	cout &lt;&lt; x-&gt;x;
}
struct StructC
{
	private:
		int y;
	public:
		void Initialize();
		void Func1(StructA* x);
};
void StructC::Initialize()
{
	y = 99;
}
void StructC::Func1(StructA* x)
{
	x-&gt;x += y;
}
void Func2()
{
	StructA x;
	x.x = 100;
	cout &lt;&lt; x.x;
}
int main()
{
	StructA obj1;
	StructC obj2;
	obj2.Func1(&amp;obj1);
	cout &lt;&lt; ""ITF"";
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",2778,"<p>47</p>
",0,2
510,Struct_0013,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
struct StructA;
struct StructB
{
	void Func(StructA*);
};
struct StructA
{
	private:
		int x;
	public:
		void Initialize();
		friend void Func1(StructA*, int);
		friend void StructB::Func(StructA*);
		friend struct StructC;
		friend void Func2();
};
void StructA::Initialize()
{
	x = 0;
}
void Func1(StructA* x, int y)
{
	x-&gt;x = y;
}
void StructB::Func(StructA * x)
{
	x-&gt;x = 47;
	cout &lt;&lt; x-&gt;x;
}
struct StructC
{
	private:
		int y;
	public:
		void Initialize();
		void Func1(StructA* x);
};
void StructC::Initialize()
{
	y = 99;
}
void StructC::Func1(StructA* x)
{
	x-&gt;x += y;
}
void Func2()
{
	StructA x;
	x.x = 100;
	cout &lt;&lt; x.x;
}
int main()
{
	StructA obj1;
	StructC obj2;
	obj2.Func1(&amp;obj1);
	cout &lt;&lt; ""ITF"";
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",2779,"<p>99</p>
",0,2
510,Struct_0013,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
struct StructA;
struct StructB
{
	void Func(StructA*);
};
struct StructA
{
	private:
		int x;
	public:
		void Initialize();
		friend void Func1(StructA*, int);
		friend void StructB::Func(StructA*);
		friend struct StructC;
		friend void Func2();
};
void StructA::Initialize()
{
	x = 0;
}
void Func1(StructA* x, int y)
{
	x-&gt;x = y;
}
void StructB::Func(StructA * x)
{
	x-&gt;x = 47;
	cout &lt;&lt; x-&gt;x;
}
struct StructC
{
	private:
		int y;
	public:
		void Initialize();
		void Func1(StructA* x);
};
void StructC::Initialize()
{
	y = 99;
}
void StructC::Func1(StructA* x)
{
	x-&gt;x += y;
}
void Func2()
{
	StructA x;
	x.x = 100;
	cout &lt;&lt; x.x;
}
int main()
{
	StructA obj1;
	StructC obj2;
	obj2.Func1(&amp;obj1);
	cout &lt;&lt; ""ITF"";
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",2780,"<p>ITF</p>
",1,2
510,Struct_0013,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
struct StructA;
struct StructB
{
	void Func(StructA*);
};
struct StructA
{
	private:
		int x;
	public:
		void Initialize();
		friend void Func1(StructA*, int);
		friend void StructB::Func(StructA*);
		friend struct StructC;
		friend void Func2();
};
void StructA::Initialize()
{
	x = 0;
}
void Func1(StructA* x, int y)
{
	x-&gt;x = y;
}
void StructB::Func(StructA * x)
{
	x-&gt;x = 47;
	cout &lt;&lt; x-&gt;x;
}
struct StructC
{
	private:
		int y;
	public:
		void Initialize();
		void Func1(StructA* x);
};
void StructC::Initialize()
{
	y = 99;
}
void StructC::Func1(StructA* x)
{
	x-&gt;x += y;
}
void Func2()
{
	StructA x;
	x.x = 100;
	cout &lt;&lt; x.x;
}
int main()
{
	StructA obj1;
	StructC obj2;
	obj2.Func1(&amp;obj1);
	cout &lt;&lt; ""ITF"";
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",2781,"<p>Compile Error</p>
",0,2
510,Struct_0013,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
struct StructA;
struct StructB
{
	void Func(StructA*);
};
struct StructA
{
	private:
		int x;
	public:
		void Initialize();
		friend void Func1(StructA*, int);
		friend void StructB::Func(StructA*);
		friend struct StructC;
		friend void Func2();
};
void StructA::Initialize()
{
	x = 0;
}
void Func1(StructA* x, int y)
{
	x-&gt;x = y;
}
void StructB::Func(StructA * x)
{
	x-&gt;x = 47;
	cout &lt;&lt; x-&gt;x;
}
struct StructC
{
	private:
		int y;
	public:
		void Initialize();
		void Func1(StructA* x);
};
void StructC::Initialize()
{
	y = 99;
}
void StructC::Func1(StructA* x)
{
	x-&gt;x += y;
}
void Func2()
{
	StructA x;
	x.x = 100;
	cout &lt;&lt; x.x;
}
int main()
{
	StructA obj1;
	StructC obj2;
	obj2.Func1(&amp;obj1);
	cout &lt;&lt; ""ITF"";
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",2782,"<p>Runtime Error</p>
",0,2
510,Struct_0013,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
struct StructA;
struct StructB
{
	void Func(StructA*);
};
struct StructA
{
	private:
		int x;
	public:
		void Initialize();
		friend void Func1(StructA*, int);
		friend void StructB::Func(StructA*);
		friend struct StructC;
		friend void Func2();
};
void StructA::Initialize()
{
	x = 0;
}
void Func1(StructA* x, int y)
{
	x-&gt;x = y;
}
void StructB::Func(StructA * x)
{
	x-&gt;x = 47;
	cout &lt;&lt; x-&gt;x;
}
struct StructC
{
	private:
		int y;
	public:
		void Initialize();
		void Func1(StructA* x);
};
void StructC::Initialize()
{
	y = 99;
}
void StructC::Func1(StructA* x)
{
	x-&gt;x += y;
}
void Func2()
{
	StructA x;
	x.x = 100;
	cout &lt;&lt; x.x;
}
int main()
{
	StructA obj1;
	StructC obj2;
	obj2.Func1(&amp;obj1);
	cout &lt;&lt; ""ITF"";
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",2783,"<p>Another Answer</p>
",0,2
511,Union_0001,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
union Exam
{
	int var1;
	unsigned int var2;
	Exam();
	unsigned int getVar2();
};
Exam::Exam()
{
	this-&gt;var1 = 10;
}
unsigned int Exam::getVar2()
{
	return this-&gt;var2;
}
int main()
{
	Exam obj;
	cout &lt;&lt; obj.getVar2();
	return 0;
}</code></pre>

<p>&nbsp;</p>
",2784,"<p>10</p>
",1,2
511,Union_0001,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
union Exam
{
	int var1;
	unsigned int var2;
	Exam();
	unsigned int getVar2();
};
Exam::Exam()
{
	this-&gt;var1 = 10;
}
unsigned int Exam::getVar2()
{
	return this-&gt;var2;
}
int main()
{
	Exam obj;
	cout &lt;&lt; obj.getVar2();
	return 0;
}</code></pre>

<p>&nbsp;</p>
",2785,"<p>Garbage value</p>
",0,2
511,Union_0001,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
union Exam
{
	int var1;
	unsigned int var2;
	Exam();
	unsigned int getVar2();
};
Exam::Exam()
{
	this-&gt;var1 = 10;
}
unsigned int Exam::getVar2()
{
	return this-&gt;var2;
}
int main()
{
	Exam obj;
	cout &lt;&lt; obj.getVar2();
	return 0;
}</code></pre>

<p>&nbsp;</p>
",2786,"<p>Compiler Error: union can&#39;t have functions</p>
",0,2
511,Union_0001,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
union Exam
{
	int var1;
	unsigned int var2;
	Exam();
	unsigned int getVar2();
};
Exam::Exam()
{
	this-&gt;var1 = 10;
}
unsigned int Exam::getVar2()
{
	return this-&gt;var2;
}
int main()
{
	Exam obj;
	cout &lt;&lt; obj.getVar2();
	return 0;
}</code></pre>

<p>&nbsp;</p>
",2787,"<p>Compiler Error : can&#39;t access private members of Union</p>
",0,2
511,Union_0001,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
union Exam
{
	int var1;
	unsigned int var2;
	Exam();
	unsigned int getVar2();
};
Exam::Exam()
{
	this-&gt;var1 = 10;
}
unsigned int Exam::getVar2()
{
	return this-&gt;var2;
}
int main()
{
	Exam obj;
	cout &lt;&lt; obj.getVar2();
	return 0;
}</code></pre>

<p>&nbsp;</p>
",2788,"<p>Runtime Error</p>
",0,2
511,Union_0001,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
union Exam
{
	int var1;
	unsigned int var2;
	Exam();
	unsigned int getVar2();
};
Exam::Exam()
{
	this-&gt;var1 = 10;
}
unsigned int Exam::getVar2()
{
	return this-&gt;var2;
}
int main()
{
	Exam obj;
	cout &lt;&lt; obj.getVar2();
	return 0;
}</code></pre>

<p>&nbsp;</p>
",2789,"<p>Another Answer</p>
",0,2
512,Union_0002,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;? (Biết m&atilde; ASCII của k&yacute; tự &#39;A&#39; l&agrave; 65)</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
int main()
{
	union Union
	{
		int var1;
		char var2;
	} obj;
	obj.var2 = 'A';
	cout &lt;&lt; obj.var1;
	return 0;
}</code></pre>

<p>&nbsp;</p>
",2790,"<p>A</p>
",0,2
512,Union_0002,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;? (Biết m&atilde; ASCII của k&yacute; tự &#39;A&#39; l&agrave; 65)</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
int main()
{
	union Union
	{
		int var1;
		char var2;
	} obj;
	obj.var2 = 'A';
	cout &lt;&lt; obj.var1;
	return 0;
}</code></pre>

<p>&nbsp;</p>
",2791,"<p>65</p>
",0,2
512,Union_0002,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;? (Biết m&atilde; ASCII của k&yacute; tự &#39;A&#39; l&agrave; 65)</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
int main()
{
	union Union
	{
		int var1;
		char var2;
	} obj;
	obj.var2 = 'A';
	cout &lt;&lt; obj.var1;
	return 0;
}</code></pre>

<p>&nbsp;</p>
",2792,"<p>97</p>
",0,2
512,Union_0002,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;? (Biết m&atilde; ASCII của k&yacute; tự &#39;A&#39; l&agrave; 65)</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
int main()
{
	union Union
	{
		int var1;
		char var2;
	} obj;
	obj.var2 = 'A';
	cout &lt;&lt; obj.var1;
	return 0;
}</code></pre>

<p>&nbsp;</p>
",2793,"<p>Garbage value</p>
",1,2
512,Union_0002,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;? (Biết m&atilde; ASCII của k&yacute; tự &#39;A&#39; l&agrave; 65)</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
int main()
{
	union Union
	{
		int var1;
		char var2;
	} obj;
	obj.var2 = 'A';
	cout &lt;&lt; obj.var1;
	return 0;
}</code></pre>

<p>&nbsp;</p>
",2794,"<p>Compile Error</p>
",0,2
512,Union_0002,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;? (Biết m&atilde; ASCII của k&yacute; tự &#39;A&#39; l&agrave; 65)</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
int main()
{
	union Union
	{
		int var1;
		char var2;
	} obj;
	obj.var2 = 'A';
	cout &lt;&lt; obj.var1;
	return 0;
}</code></pre>

<p>&nbsp;</p>
",2795,"<p>Runtime Error</p>
",0,2
512,Union_0002,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;? (Biết m&atilde; ASCII của k&yacute; tự &#39;A&#39; l&agrave; 65)</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
int main()
{
	union Union
	{
		int var1;
		char var2;
	} obj;
	obj.var2 = 'A';
	cout &lt;&lt; obj.var1;
	return 0;
}</code></pre>

<p>&nbsp;</p>
",2796,"<p>Another Answer</p>
",0,2
513,IP_0001,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class BaseA
{
	protected: 
		int x;
	public:
		BaseA();
		void Show();
};
BaseA::BaseA()
{
	this-&gt;x = 5;
}
void BaseA::Show()
{
	cout &lt;&lt; this-&gt;x;
}
class BaseB
{
	protected: 
		int x;
	public:
		BaseB();
		void Show();
};
BaseB::BaseB()
{
	this-&gt;x = 10;
}
void BaseB::Show()
{
	cout &lt;&lt; this-&gt;x;
}
class Derive : public BaseA, public BaseB 
{ };
int main()
{
	Derive obj;
	obj.BaseA::Show();
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",2797,"<p>105</p>
",0,4
513,IP_0001,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class BaseA
{
	protected: 
		int x;
	public:
		BaseA();
		void Show();
};
BaseA::BaseA()
{
	this-&gt;x = 5;
}
void BaseA::Show()
{
	cout &lt;&lt; this-&gt;x;
}
class BaseB
{
	protected: 
		int x;
	public:
		BaseB();
		void Show();
};
BaseB::BaseB()
{
	this-&gt;x = 10;
}
void BaseB::Show()
{
	cout &lt;&lt; this-&gt;x;
}
class Derive : public BaseA, public BaseB 
{ };
int main()
{
	Derive obj;
	obj.BaseA::Show();
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",2798,"<p>5</p>
",1,4
513,IP_0001,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class BaseA
{
	protected: 
		int x;
	public:
		BaseA();
		void Show();
};
BaseA::BaseA()
{
	this-&gt;x = 5;
}
void BaseA::Show()
{
	cout &lt;&lt; this-&gt;x;
}
class BaseB
{
	protected: 
		int x;
	public:
		BaseB();
		void Show();
};
BaseB::BaseB()
{
	this-&gt;x = 10;
}
void BaseB::Show()
{
	cout &lt;&lt; this-&gt;x;
}
class Derive : public BaseA, public BaseB 
{ };
int main()
{
	Derive obj;
	obj.BaseA::Show();
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",2799,"<p>10</p>
",0,4
